"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"OSM"	-1.31074773497037	1.67218573442993	8.40924568439669	0.0288598169255284	1
"LGR5"	-0.313638639247888	5.36026475912456	5.61742779306319	0.0290386630410918	1
"SLC7A11"	0.456265058427474	6.43476530467794	5.57995063486982	0.0295134923583126	1
"MTCO1P53"	4.72783770342169	2.28846606820653	5.55716142209702	0.0298065471809543	1
"SMTN"	-0.431879177838873	5.64892612521732	5.55153882029203	0.029879358882903	1
"TCTN1"	0.347407190617552	4.68676623447216	6.5133671658262	0.0300424749796905	1
"ARHGAP29"	-0.392532389486406	5.64848324865332	5.51337822459634	0.0303789181052389	1
"DNALI1"	0.354811209654162	4.88573022082575	5.49225055519738	0.0306595874333373	1
"BACH2"	3.79969007684779	1.5678620505243	5.83432548999925	0.0309409399327243	1
"HSPA1A"	1.87569026079923	10.0308394167179	5.46980275792412	0.0309610353019838	1
"TCN2"	-0.493129350560399	4.63963561838536	5.4342046585891	0.0314460265335955	1
"CPS1"	0.620863481705876	3.69135411502481	5.41619021210954	0.0316947521197574	1
"CTF1"	-1.09112321789409	1.91806262356143	5.37433611484289	0.0322813374703516	1
"AQP3"	-1.3163074448468	2.140257236005	5.34993724891494	0.03262899419436	1
"ZNF518A"	0.426023165834125	4.11295554077262	6.14104680821154	0.0326328032501689	1
"PTGIR"	-1.20468212649228	1.75569798855662	14.460879582026	0.0327398144303886	1
"FGL2"	0.513860376127668	5.31705807930569	5.33074968343206	0.0329053962602181	1
"PARP2"	-0.695693525300614	3.87856713148629	5.32450173495167	0.0329959752531383	1
"TRIM59-IFT80"	1.07129220492744	2.33363397084104	5.31288125555652	0.0331651993574315	1
"TWF1"	0.226390626487089	6.54470078581678	5.30221579194231	0.0333213877103543	1
"FOS"	-0.400680064083005	7.14311257462876	5.29903245479642	0.0333681679578534	1
"PLIN1"	0.6234448703073	3.34381728950587	5.29208221875878	0.0334705646935911	1
"BARHL1"	-1.6823361183565	2.38928498372226	5.28071467754895	0.033638814520651	1
"IFI27"	-0.46493252233248	4.4040658559883	5.27701657429952	0.033693757640202	1
"ZIC2"	-0.517406593353419	3.96084700831603	5.27264304447489	0.0337588678441303	1
"STAC2"	-0.702338956174273	4.37008597001955	5.23531285815964	0.0343204958179459	1
"ADA2"	0.998036067537112	3.37549919395881	5.22832244913951	0.0344268469901315	1
"TMEM79"	0.589455262619049	3.63770590206381	5.22186306522169	0.0345254537188486	1
"HDC"	2.54071239771328	1.74665204586389	5.19728239345731	0.0349036530658525	1
"CPLANE1"	0.515136977457846	4.497260617354	5.19562740727124	0.0349292862271781	1
"CD248"	-0.733060981605723	3.07774994841037	5.18300091979575	0.0351255599682379	1
"PIGA"	0.453412296017656	3.91250917202326	6.22399571279101	0.0352089743579715	1
"CDC7"	-0.562984030101527	3.17573203276404	8.14713289372873	0.0352230018045071	1
"MTCYBP18"	1.80909525106552	1.64520458523801	5.17024745147262	0.03532508704863	1
"HOXA4"	-1.98039975350839	1.55721877251405	5.14844463900387	0.035669195883211	1
"EEIG1"	0.345904156222506	7.91196466098715	5.13089427188946	0.0359489722867677	1
"LCN10"	-1.07523777718569	2.36222209684559	5.11588009290005	0.0361903093584305	1
"DOCK6"	-0.367487709163124	4.68978707409813	5.10326085548613	0.0363945827028443	1
"SCARF2"	1.20223182767524	2.46288173494971	5.07619541327152	0.0368371625268464	1
"PDIA4"	0.473993183156625	5.90220426573998	5.05756697078345	0.0371453529136636	1
"SSX2IP"	1.73910370109214	2.56184325451222	5.0570308356099	0.0371542663078523	1
"TAGLN"	-0.878509106312795	7.84608728143892	5.0457701946131	0.0373420437122339	1
"HELZ2"	-0.589725418672466	3.43767201510299	5.04036774182882	0.0374325175559939	1
"CXCL10"	-1.15879628621739	1.77512445259892	5.85274750443828	0.0375466282592495	1
"CD320"	-0.308692373600996	4.95198194588349	5.02839780349437	0.0376338700519837	1
"PTGS2"	-0.854919131100825	3.68622498057299	5.02691918311358	0.0376588285142941	1
"HSP90B1"	0.553803851778514	8.57007185257251	5.02432538355941	0.0377026564454592	1
"HOXC4"	-1.70577878407128	1.84015104824911	5.0206783970308	0.0377643789721799	1
"FN1"	-0.551514156080142	8.16648074656488	5.01619216528794	0.0378404636473268	1
"COL4A5"	-0.384443942501836	7.48413547947509	5.01189664288675	0.0379134782823509	1
"TNFRSF6B"	-1.50678196196184	4.30060887987946	5.00662805620925	0.0380032530090476	1
"FMC1-LUC7L2"	0.544767298738825	3.35835972119878	6.41281579669918	0.038389974784848	1
"CDH20"	0.254154694849916	6.15300812784332	4.96658075938135	0.0386936480198759	1
"PUS7L"	0.774240451853859	2.70128373944985	4.95587862420365	0.0388805693412678	1
"POU4F2"	-1.32940884676496	2.38579837738364	4.94226278342833	0.0391198761196922	1
"ZYX"	-0.233871073645874	6.27782182758781	4.92857400380605	0.0393621654131175	1
"HLA-DQA1"	0.38157287709763	5.4426997305881	4.9001776896292	0.0398702731406083	1
"FLNA"	-0.550313334959677	8.69944215091039	4.89800258725776	0.0399095017676927	1
"SRPX"	0.33772895327703	4.91726130196087	4.89797250354869	0.0399100446461607	1
"CDC42EP3"	-0.537640100568388	3.51506229187333	4.88611342858542	0.0401247087802489	1
"RBPMS2"	-0.558297107139983	3.13191267288038	5.76413512466489	0.0404239542201428	1
"JAG1"	-0.400744782168417	5.92760770464829	4.84560541288564	0.0408679890227567	1
"UBE4A"	1.18200770149632	4.80801066870959	4.83411316304214	0.0410817227601559	1
"TRPV1"	0.943262146699124	3.47503711017633	4.83101356344534	0.0411395883974736	1
"FNIP1"	0.259203868080501	5.71025709979681	4.81414525974547	0.0414561399833364	1
"SLC16A9"	0.351182058030962	4.51602056411561	4.81391382700965	0.0414605024279041	1
"ZNF462"	0.294663568548595	5.05579297531347	4.80723374098697	0.0415866472286512	1
"TMPRSS3"	-0.901243521690107	2.13387063954969	5.49479018875596	0.0419321554338185	1
"EEF1AKMT4-ECE2"	2.14600032294313	1.24660893606068	11.0942006212054	0.0419965817802529	1
"SLC2A4"	-1.06880825981166	1.85605596963022	6.13844975755935	0.0420183530484465	1
"MFN2"	-0.414680740391175	4.21842861622815	4.77109826826182	0.0422766909339869	1
"PRPF38A"	0.212464085696874	5.75567604578433	4.7528578543873	0.042720452880702	1
"EDNRA"	-0.407810272352206	3.8736115747276	6.53342178789339	0.0427793031390259	1
"COL13A1"	-1.00149229329994	1.95738821088746	12.2328159269934	0.042792477560463	1
"PIK3R1"	0.241673484127935	7.31678720280702	4.70531890425679	0.0435667890359749	1
"GTF2H2C"	0.961838949671653	2.80348043856039	4.70085638190295	0.0436559329684014	1
"IGHG1"	1.95908216065765	2.28457242176197	4.69572259137974	0.0437587451558164	1
"MTCO1P40"	2.90383323212568	3.2607276594824	4.69402775897638	0.0437927477883619	1
"CXCL3"	-1.18241115772572	1.70165416977707	7.07280237175303	0.0439927328950715	1
"DERL3"	0.941715431069891	2.2226065808231	9.8148846676394	0.0443149975436406	1
"FOXJ1"	0.596165214637952	3.76477469147608	4.66599870822636	0.0443595009848046	1
"PRSS23"	-0.506622508473523	5.04380268790281	4.66359923552245	0.044408408634204	1
"ZDHHC11"	-0.537036920115644	3.9929879250523	4.65138994662538	0.0446582269890474	1
"RHOJ"	-0.363280658273248	4.2359069504981	4.63302731367662	0.0450369943047639	1
"CNN1"	-0.921290059677011	4.74011592483724	4.618924632752	0.0453303958802904	1
"AQP4"	0.489217139980188	9.96712106892315	4.5974457836325	0.0457814828360887	1
"SARS2"	-0.470109421335695	3.50123168553734	5.17265800048655	0.0458008653772859	1
"KCNQ5"	-1.94923172317899	1.09318115754041	8.28099788505484	0.0459620684166538	1
"ADCY7"	0.700611313855988	4.48102099392079	4.58202365668697	0.0461085499339223	1
"ANXA3"	-0.521853328527235	4.37824631497825	4.56195198194682	0.0465382503906262	1
"USP53"	0.790354469731431	3.32248679664838	4.56117391483434	0.046554999871791	1
"SLC1A3"	0.363082855835292	8.25182232194003	4.55102990823429	0.0467740052566821	1
"C4B_2"	2.01301390454089	3.26566044652275	4.54738040906749	0.0468530859599332	1
"GREM1"	0.447957507640502	5.69914029775616	4.54025825587093	0.0470078581848907	1
"ADARB2"	0.434669690220187	7.02292073137799	4.53603116203764	0.0470999953724374	1
"SRSF6"	0.287708621756788	7.52334768380277	4.53442892453649	0.0471349732736839	1
"NPIPA5"	-0.924302922633336	2.07167791890289	4.51908304637037	0.0474715004283298	1
"APOE"	0.320013450659516	9.50316300050797	4.51720489265402	0.0475128767185646	1
"LMOD1"	-0.844430456932953	5.95658407072615	4.51571578478045	0.0475457116746165	1
"SCN7A"	1.04813919442695	2.03680541075015	4.50714249213367	0.0477352616453729	1
"CEP97"	0.239274467337971	5.8150954357406	4.49575072038325	0.0479884719243745	1
"AQP7"	-0.776953384748419	2.44094657140087	4.49261936911614	0.0480583442695987	1
"ST8SIA2"	-1.45629098447951	2.10385318844519	4.48833021851383	0.0481542414388916	1
"IGHG2"	1.82435196035707	1.52988712949554	4.47367203846071	0.0484836350108193	1
"DSEL"	1.04065451756726	2.46215591785714	4.44290904797705	0.0491833922714602	1
"COL4A1"	-0.895046830224812	6.24758276299997	4.43530600921967	0.0493581223907089	1
"ITGA8"	-0.739834617485427	4.35110494462438	4.43036873112661	0.0494719714841232	1
"TENM1"	1.41246440457824	3.39131089733016	4.42856034193296	0.0495137468543052	1
"TRIM29"	-1.24885602258942	1.59513868361242	7.26124535927266	0.049795148869394	1
"COL8A1"	-0.824824669495355	4.78723967825373	4.40598537930785	0.0500386793016001	1
"EHBP1L1"	-0.369747121860735	5.59698365461712	4.39107104543625	0.0503889938374471	1
"ZFAND4"	0.694066334174537	2.71628415450782	6.19746492501005	0.0507111078078181	1
"HSPA5"	0.599468584989968	8.24765386081281	4.37490996936919	0.0507717836100289	1
"EBF1"	-0.410380874779598	3.82644689850134	4.37416419027477	0.0507895287154227	1
"TNFAIP8L3"	1.01792918783309	2.03593391033302	4.84292311998896	0.0510961971697261	1
"CDC42"	-1.08629952944466	1.77094187894783	11.8132418395654	0.0516048422717892	1
"CD34"	-0.622323112616928	5.62136069875861	4.3370408513183	0.0516819370532521	1
"HMGN2"	0.366606063299405	5.23762536115025	4.33610889600886	0.0517045716102718	1
"RELB"	-0.820044082252385	2.36379789168779	4.31547637359927	0.0522086142472263	1
"IGFBP2"	-0.582834265120244	4.04190871042433	4.31033590831436	0.052335072797311	1
"IFI6"	-0.644749498680683	5.5518116471554	4.30809630768887	0.0523902786849236	1
"RND2"	-0.346956706893452	7.53204026722096	4.305910964276	0.0524442118344918	1
"HOXA5"	-1.727469431005	1.24821661129395	4.60028634459414	0.0524496906360511	1
"MEGF6"	-0.540868145953106	4.01101162002734	4.29794705021757	0.0526412992993486	1
"IL16"	0.422636225497156	3.89172512888049	6.28690836953095	0.0529887403248675	1
"HAMP"	-1.1687292585612	3.92068027659373	4.28113703102983	0.0530601155474355	1
"HSFY2"	2.07134605466208	1.17079508977476	38.0690482375212	0.0541371023933792	1
"PLXDC2"	0.274162950378933	6.68524009593522	4.23733322743182	0.0541696436957552	1
"ZNF761"	0.449890568720372	4.09156530901384	4.22852162565255	0.0543960565398192	1
"SRL"	-0.548489820278134	3.06490974668479	4.42155633526181	0.054484553341543	1
"STK40"	0.725175370266711	2.78541243900173	4.22485913953037	0.0544904846140081	1
"BNIP2"	-0.636061802756663	2.69301358687127	4.23195604520648	0.0550446611379889	1
"MS4A6A"	0.715813619444664	4.48516504556507	4.20308744684285	0.0550557326033032	1
"EFHD2"	-0.525855192621142	5.66985826597348	4.19643817297001	0.0552297111066271	1
"C1QTNF3"	0.375146144115422	4.10204420099616	4.65923458621353	0.0554283464561193	1
"LAMC1"	-0.284048845335034	5.87131967432464	4.18649331594536	0.0554911041616113	1
"GOPC"	0.225434107870266	5.9616200541428	4.17713850833273	0.0557382923291009	1
"NOTCH3"	-0.515927248152746	6.95143255273397	4.1742149665345	0.0558158034858743	1
"MET"	2.03075073129814	1.15824118444043	5.28293144205516	0.0559335022985329	1
"TRIM9"	0.249665629167043	6.62025713982673	4.16365814478809	0.0560967317445376	1
"SCARF1"	-0.37069299415901	4.00900547146238	4.32314100685785	0.0561852188142088	1
"KLF3"	0.204900987935375	6.42889641709339	4.15647166293099	0.0562889056426793	1
"CDK2"	-0.585409954331917	3.37169955740852	4.1558141500975	0.0563065261348827	1
"EZR"	0.501711236562567	5.8919679740185	4.1511717349729	0.0564311182489729	1
"TUBB6"	-0.516271983105856	3.15985127058973	4.58207053111468	0.0567025140421486	1
"PLN"	-0.968161108305489	4.84363625951875	4.11395986924979	0.057441389481721	1
"RAB43"	-0.950027953575634	2.78648822283663	4.11057510394534	0.0575343152531355	1
"SERP1"	0.20137725825596	6.88428738932259	4.10670785419383	0.0576406998895673	1
"GDF11"	-1.19621960189871	1.75865568200261	4.09395108664814	0.057993242407981	1
"ATP8B1"	-0.759645506828027	2.6698956053929	4.08782050437006	0.0581635516298335	1
"COL14A1"	-0.79724799326857	4.28199158802363	4.0871818322141	0.0581813273383821	1
"MAF"	0.404674909450418	6.30865783154895	4.0843579089239	0.0582599988883791	1
"RBPMS"	-0.39278984957961	5.23236389209265	4.08407362208167	0.0582679256325399	1
"NWD1"	0.584912762347427	3.42990466069872	4.07581939604065	0.0584986219637952	1
"PODN"	-1.04363705443295	1.78630158845193	12.426020656618	0.0585040080205297	1
"IGKC"	1.41082628931301	2.10424070462509	4.07447688659366	0.0585362433388632	1
"PCDHGB1"	1.32924955055229	1.64000870493664	6.47396812106569	0.0587570246961244	1
"ITIH3"	-0.774861331659704	2.28231059429734	6.00840102853121	0.058875827172347	1
"NBPF19"	0.453115471129212	3.85920143976879	4.06021641028983	0.0589375986295086	1
"STARD3NL"	0.421105809246192	4.67924370692892	4.04866881328978	0.0592649337275552	1
"LCN6"	-1.17532692620478	1.62136652183731	5.99390905460498	0.0593257213328927	1
"DMKN"	-0.654532766663432	2.86949373213628	4.04135936364744	0.0594732183288004	1
"SOX9"	0.93604419249657	5.34556406355955	4.0350856299657	0.0596526653597376	1
"CPT1C"	-0.225897954307512	5.21705791704758	4.1175101108895	0.0597335526210346	1
"SOCS2"	-0.447386923859501	3.5223297433906	4.03205584420555	0.0597395502548186	1
"PTGIS"	-0.781575414270254	3.9430819956088	4.02165885795875	0.06003881880882	1
"HOXC6"	-1.77814124669176	1.19064915207435	5.55990635837011	0.0600972639061778	1
"IER3"	-0.56610242792043	4.00694333518347	4.01424114111855	0.0602533919091039	1
"ZNF654"	0.43037345108284	3.67031488147471	4.7994329515757	0.0604780584985244	1
"TBP"	0.483160700740309	3.5461942421527	4.00595345267872	0.060494181081825	1
"ERMN"	0.403539861880064	5.50427971643966	3.99654795820826	0.0607687969467296	1
"XRRA1"	0.526344595069248	4.23704630945227	3.98948347196899	0.0609760105320974	1
"RPL30P4"	3.17129956846039	1.3690101485266	4.19551084889788	0.0609953122678059	1
"MED28"	0.208318137185437	6.57061097390634	3.98478631265291	0.0611142390224403	1
"INSRR"	-1.31668507832652	1.58978891490513	3.98229266433266	0.0611877697481297	1
"TJP2"	0.2508522559451	7.4256400159657	3.97930426592959	0.0612760242239767	1
"DIPK2A"	0.207583540350476	5.46883579676004	4.52487838692903	0.0612932690352502	1
"LSAMP"	0.45149729922293	5.89839907023404	3.96377488732924	0.0617370232012309	1
"SERPINE2"	0.457039697941777	5.01053855474689	3.95999789809561	0.0618497517545856	1
"COL18A1"	-0.475017409544343	7.74673767726031	3.9563756341784	0.0619580863312266	1
"ZNF232"	-0.624119438376373	2.67753623578697	5.24304955181639	0.0620268818382878	1
"DPF2"	0.182407712902318	6.1201024099367	3.95176593322402	0.0620962710888579	1
"FAM47E"	0.392967208696375	4.30321533774316	3.94974850852445	0.0621568595889967	1
"TAFA1"	-0.897582786661302	2.52476605869798	3.93589939730572	0.0625746377637673	1
"DES"	-1.0844671146349	2.49516447921843	3.92421167769244	0.0629297471107752	1
"ESAM"	-0.38329743852158	5.53151408647561	3.91475032754197	0.0632189233354156	1
"NCKAP5"	0.320385683419091	4.48017575843017	4.79471833913847	0.0632398447985141	1
